timestamp,x,y,z,Uroll,Upitch,Uyaw,Croll,Cpitch,Cthrottle,Cyaw,1.8,0.181,1.85
1554200527.659,0.026,0.025,0.001,0.068,0.049,0.014,0.041,-0.016,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.674,0.026,0.025,0.001,0.066,0.049,0.014,0.041,-0.016,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.692,0.026,0.026,0.001,0.063,0.048,0.014,0.041,-0.016,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.710,0.026,0.026,0.001,0.061,0.047,0.013,0.041,-0.016,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.724,0.026,0.026,0.001,0.059,0.047,0.013,0.041,-0.015,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.740,0.026,0.027,0.001,0.056,0.046,0.013,0.040,-0.015,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.755,0.026,0.027,0.001,0.054,0.045,0.012,0.040,-0.014,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.771,0.026,0.027,0.001,0.052,0.044,0.012,0.040,-0.014,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.791,0.026,0.027,0.001,0.049,0.044,0.011,0.040,-0.014,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.809,0.026,0.027,0.001,0.047,0.043,0.011,0.040,-0.014,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.824,0.026,0.027,0.001,0.045,0.042,0.011,0.039,-0.014,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.839,0.026,0.028,0.001,0.042,0.041,0.011,0.039,-0.013,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.855,0.026,0.028,0.001,0.040,0.040,0.010,0.039,-0.013,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.873,0.026,0.028,0.001,0.038,0.039,0.010,0.039,-0.013,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.891,0.026,0.028,0.001,0.036,0.038,0.010,0.039,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.908,0.026,0.028,0.001,0.034,0.037,0.009,0.039,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.923,0.026,0.028,0.001,0.032,0.036,0.009,0.039,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.939,0.025,0.028,0.001,0.029,0.035,0.008,0.039,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.954,0.025,0.028,0.001,0.028,0.034,0.008,0.039,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.969,0.025,0.028,0.001,0.026,0.033,0.007,0.039,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200527.989,0.025,0.028,0.001,0.024,0.032,0.006,0.039,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200528.004,0.025,0.028,0.001,0.022,0.031,0.005,0.038,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200528.020,0.025,0.028,0.001,0.020,0.030,0.005,0.038,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200528.038,0.025,0.028,0.001,0.019,0.029,0.004,0.038,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200528.056,0.024,0.028,0.000,0.017,0.028,0.004,0.038,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200528.072,0.024,0.028,0.000,0.016,0.027,0.004,0.037,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
1554200528.087,0.024,0.028,0.000,0.015,0.026,0.003,0.037,-0.012,-0.001,1500,1500,1000,1500,477,681,766,611,4.7700000000000005,6.8100000000000005,7.66,6.11
