timestamp,x,y,z,Uroll,Upitch,Uyaw,Croll,Cpitch,Cthrottle,Cyaw,2.21,0.181,2.45
1554230771.087,-0.000,-0.008,0.010,0.005,0.056,-0.030,0.002,0.067,-0.000,1500,1500,1000,1500,20969,32,83,44,0,0.31,0.81,0.41000000000000003,-0.000
1554230771.102,-0.000,-0.007,0.009,0.004,0.059,-0.029,0.003,0.067,-0.000,1500,1500,1000,1500,20969,32,83,44,0,0.32,0.8300000000000001,0.44,-0.000
1554230771.118,-0.001,-0.006,0.009,0.003,0.059,-0.029,0.002,0.067,-0.000,1500,1500,1000,1500,20969,32,83,44,0,0.32,0.8300000000000001,0.44,-0.000
1554230771.138,-0.001,-0.006,0.009,0.002,0.059,-0.028,0.002,0.068,-0.000,1500,1500,1000,1500,20969,32,83,44,0,0.32,0.8300000000000001,0.44,-0.000
1554230771.156,-0.001,-0.005,0.009,0.002,0.059,-0.027,0.002,0.068,-0.000,1500,1500,1000,1500,20969,32,83,44,0,0.32,0.8300000000000001,0.44,-0.000
1554230771.175,-0.001,-0.005,0.009,0.001,0.058,-0.026,0.002,0.069,-0.000,1500,1500,1000,1500,20969,32,83,44,0,0.32,0.8300000000000001,0.44,-0.000
1554230771.194,-0.001,-0.005,0.009,0.000,0.057,-0.025,0.002,0.069,-0.000,1500,1500,1000,1500,20969,32,83,44,0,0.32,0.8300000000000001,0.44,-0.001
1554230771.210,-0.001,-0.005,0.009,-0.000,0.056,-0.025,0.002,0.069,-0.000,1500,1500,1000,1500,20969,32,83,44,0,0.32,0.8300000000000001,0.44,-0.001
1554230771.225,-0.001,-0.004,0.009,-0.001,0.054,-0.024,0.003,0.069,-0.000,1500,1500,1000,1500,20969,32,83,44,0,0.32,0.8300000000000001,0.44,-0.001
1554230771.241,-0.001,-0.004,0.009,-0.001,0.053,-0.023,0.003,0.069,-0.000,1500,1500,1000,1500,20969,32,83,44,0,0.32,0.8300000000000001,0.44,-0.001
1554230771.257,-0.002,-0.004,0.009,-0.001,0.051,-0.022,0.003,0.069,-0.000,1500,1500,1000,1500,21135,28,81,40,0,0.32,0.8300000000000001,0.44,-0.001
1554230771.272,-0.001,-0.005,0.009,0.001,0.047,-0.020,0.003,0.068,-0.001,1500,1500,1000,1500,21135,28,81,40,0,0.28,0.81,0.4,-0.001
1554230771.289,-0.001,-0.006,0.010,0.002,0.043,-0.019,0.003,0.068,-0.001,1500,1500,1000,1500,21135,28,81,40,0,0.28,0.81,0.4,-0.001
1554230771.304,-0.000,-0.006,0.010,0.004,0.040,-0.018,0.003,0.068,-0.001,1500,1500,1000,1500,21135,28,81,40,0,0.28,0.81,0.4,-0.001
1554230771.319,0.000,-0.007,0.010,0.005,0.038,-0.016,0.003,0.068,-0.001,1500,1500,1000,1500,21135,28,81,40,0,0.28,0.81,0.4,-0.001
