timestamp,x,y,z,Uroll,Upitch,Uyaw,Croll,Cpitch,Cthrottle,Cyaw,2.21,0.181,2.45
1554213815.517,-0.266,0.243,-0.077,-0.837,0.728,-0.256,0.012,0.029,0.000,1500,1500,1000,1500,291,427,468,"347
",2.92,4.25,5.12,3.42,0.29692818418025685,-0.11654643872281924,-10.080365999387539
1554213815.532,-0.270,0.247,-0.078,-0.822,0.714,-0.249,0.012,0.030,0.000,1500,1500,1000,1500,291,427,468,347,2.91,4.2700000000000005,4.68,3.47,0.30869171038976623,-0.12803294175887342,-10.057526778586494
1554213815.547,-0.274,0.250,-0.079,-0.806,0.699,-0.241,0.012,0.030,0.000,1500,1500,1000,1500,291,427,468,347,2.91,4.2700000000000005,4.68,3.47,0.29484593995157332,-0.11984469877781213,-10.051310779303815
1554213815.563,-0.278,0.253,-0.079,-0.789,0.683,-0.232,0.012,0.030,0.000,1500,1500,1000,1500,291,427,468,347,2.91,4.2700000000000005,4.68,3.47,0.2985666720171708,-0.13327455821735018,-10.051231371233456
1554213815.579,-0.281,0.255,-0.080,-0.772,0.667,-0.223,0.013,0.030,0.000,1500,1500,1000,1500,293,426,5356,"345
",2.91,4.2700000000000005,4.68,3.47,0.30583826164728373,-0.13257432361664911,-10.042757470989782
1554213815.594,-0.284,0.256,-0.080,-0.751,0.646,-0.214,0.013,0.030,0.000,1500,1500,1000,1500,293,426,5356,345,2.93,4.26,4.68,3.45,0.31099211651530195,-0.13283789383487801,-10.045020867482414
1554213815.612,-0.286,0.257,-0.080,-0.730,0.625,-0.205,0.013,0.030,0.000,1500,1500,1000,1500,293,426,5356,345,2.93,4.26,4.68,3.45,0.30599167461498056,-0.13221433749973904,-10.067907902127111
1554213815.625,-0.287,0.257,-0.080,-0.709,0.603,-0.196,0.013,0.030,0.000,1500,1500,1000,1500,293,426,5356,345,2.93,4.26,4.68,3.45,0.30355099755844933,-0.13001859041095673,-10.079208380880777
1554213815.641,-0.289,0.257,-0.080,-0.687,0.582,-0.187,0.012,0.030,0.000,1500,1500,1000,1500,293,423,453,"341
",2.93,4.26,4.68,3.45,0.29985721614695127,-0.11895913665744898,-10.058254125135612
1554213815.656,-0.285,0.252,-0.078,-0.645,0.542,-0.167,0.012,0.029,0.000,1500,1500,1000,1500,293,423,453,341,2.93,4.23,4.53,3.41,0.28756278289779663,-0.11909100283657281,-10.054432934668048
